Question ID,Question Number,Question Content,Image ID,User ID
a270,2,Are they hydrated?,198323,487
a271,1,what is the average number of goals scored per soccer games at the collegiate level? ,379613,488
a272,2,Did you know student athletes suicide rate is higher than the normal student in college?,379613,488
a273,1,About how much money do you think the company Apple makes a year?,366925,488
a274,2,Are these men part of a bowling league?,366925,488
a275,1,How many tennis players does Gatorade sponsor altogether?,402916,488
a276,2,Why do most people chose to watch women's tennis over men's tennis?,402916,488
a277,1,Do average kids ages 5-7 prefer kite flying over playing baseball?,517362,488
a278,2,At what age do you think children have the right to decide they are a transgender?,517362,488
a279,1,Has the PS5 replaced the WII games in most homes?,443673,488
a280,2,Will WII games help fight the obesity rate here in America?,443673,488
a281,1,What can a kite represent?,520378,489
a282,2,What are popular places to fly kites?,520378,489
a283,1,Does he like computers?,201940,490
a284,2,Is he a musician?,201940,490
a285,1,"How have weddings (customs, traditions, etc.) changed over the years?",110596,489
a286,2,Has the ongoing emancipation of women's rights impacted modern-day marriage in any way?,110596,489
a287,1,Where is this place located?,369777,490
a288,2,Is this set up in a tent?,369777,490
a289,1,What kind of sandwich is this person cooking?,257773,490
a290,2,Was this picture taken at the back of the food kitchen?,257773,490
a291,1,Is the lady in the photo pregnant?,441108,490
a292,2,What is the reaction of the horse?,441108,490
a293,1,How can humans and animals coexist peacefully and satisfactorily? ,201342,489
a294,2,Which region in the world contains the majority of the elephants?,201342,489
a295,1,Do you like trains?,227205,490
a296,2,Where is this train going to?,227205,490
a297,1,Are families spending less quality time together than the previous decade?,126047,491
a298,2,How can living room furniture be arrange to facilitate conversation?,126047,491
a299,1,"Is a woman's willingness, or desire, to clean, an important component in her desirability?",15897,489
a300,2,Why do some people find comfort through non-living things?,15897,489
a301,1,Should coworkers drink together outside of work?,466890,491
a302,2,What kind of styling products can be used for spiky hairstyles?,466890,491
a303,1,How has men's' fashion influenced women's'?,441905,491
a304,2,Can ties be a meaningful Fathers' Day gift?,441905,491
a305,1,"How has gaming technology changed over the decade?
",426776,491
a306,2,How are female gamers different from males?,426776,491
a307,1,Are there any countries (or places) that regularly employ the use of horses as transportation?,290136,489
a308,2,Would the replacement of cars with horses be better for the environment or worse?,290136,489
a309,1,How is climate change affecting skiing?,253334,491
a310,2,Is skiing an accessible sport?,253334,491
a311,1,Is this her second or third slice of pizza?,236184,492
a312,2,Is this store in her office building or far away from her office?,236184,492
a313,1,Does he enjoy a lot of spicy foods?,340220,492
a314,2,Did he drop that fork on the floor before placing it on the counter?,340220,492
a315,1,What's over the next hill?,402224,492
a316,2,Did it snow today or yesterday?,402224,492
a317,1,Is this park in the United States?,102256,492
a318,2,Are there any dogs in the area?,102256,492
a319,1,Does this house have any hidden treasures?,539571,492
a320,2,Is the television over 40 inches?,539571,492
a321,1,Is he running a race?,251210,493
a322,2,Why is he riding this way?,251210,493
a323,1,Why is the hurt on the road?,429065,493
a324,2,Is this not a wrong position for this?,429065,493
a325,1,Is it a father and a son,327369,493
a326,2,Are the playing together,327369,493
a327,1,Why is she smiling?,323448,493
a328,2,Why is she alone?,323448,493
a329,1,Are this for children?,413903,493
a330,2,What are the for?,413903,493
a331,1,Where is the man going on the bike?,230756,494
a332,2,What did the woman sitting down eat for breakfast?,230756,494
a333,1,Where did the woman by the sink buy her sweater?,2083,494
a334,2,Why is the window opened?,2083,494
a335,1,How old is this elephant?,365703,494
a336,2,Does the elephant have any siblings?,365703,494
a337,1,Where is this bench located? ,568974,494
a338,2,What Starbucks drink is in the cup?,568974,494
a339,1,What are the men skateboarding names? ,301207,494
a340,2,Does the guy with 2 white kneepads have a sister?,301207,494
a341,1,Where are these people going?,65195,495
a342,2,What types of food do elephants eat?,65195,495
a343,1,What types of jokes do women enjoy?,369931,495
a344,2,What are the right kinds of food for women?,369931,495
a345,1,What type of equipment do you need to enjoy skiing?,189280,495
a346,2,What kind of jobs are available for women skiiers?,189280,495
a347,1,How do you retrieve a kite that has flown away?,23951,495
a348,2,Is it safe to fly a kite at night?,23951,495
a349,1,How much does it rain in Japan?,146313,495
a350,2,Where can I purchase a clear umbrella?,146313,495
a351,1,How did this happened?,69874,496
a352,2,Where did it come from?,69874,496
a353,1,Who is this tennis player?,395178,496
a354,2,What is her ranking in tennis?,395178,496
a355,1,Where are they located?,534633,496
a356,2,What is their mission to do?,534633,496
a357,1,What is this?,557515,496
a358,2,What are they going to do with it?,557515,496
a359,1,Where are the elephant?,329118,496
a360,2,What type are they?,329118,496
a361,1,What are the man and the woman discussing?,252952,498
a362,2,What country are the people in?,252952,498
a363,1,What kinds of books do you think they read?,107518,498
a364,2,Which one do you think knits?,107518,498
a365,1,How many times a day do you think they run from predators?,365464,498
a366,2,How many mates do zebras have during one life?,365464,498
a367,1,How busy can the roads get here?,281160,498
a368,2,What are the most popular jobs amongst the people here?,281160,498
a369,1,Why are babies so strong?,53897,498
a370,2,How fast do babies teeth grow?,53897,498
a371,1,I wonder if what she is about to eat is healthy?,388662,499
a372,2,I wonder how she is going to feel after she finishes the meal?,388662,499
a373,1,Which picture do you think would encourage you or inspire you?,521867,499
a374,2,How do these pictures make you feel?,521867,499
a375,1,I wonder what they are looking at?,68287,499
a376,2,Why are the two men wearing shades?  ,68287,499
a377,1,What are they happy about?,296233,499
a378,2,Where are they from?,296233,499
a379,1,What is this man doing?,461835,499
a380,2,I wonder what he is thinking about?  ,461835,499
a381,1,What is the relationship of the women in the picture?,164680,500
a382,2,What city are they in?,164680,500
a383,1,Why does he lift his leg to throw?,22482,500
a384,2,Why does he have the number 75?,22482,500
a385,1,What ocean is this in?,338544,500
a386,2,What country is this image from?,338544,500
a387,1,What mountain is he sliding down?,20711,500
a388,2,How long does it take to learn to ski?,20711,500
a389,1,Why are there two images here?,559553,500
a390,2,Why are they wearing the same uniform?,559553,500
a391,1,Are these two men friends? ,237833,501
a392,2,What town is this? ,237833,501
a393,1,What was the point of killing this exotic bird? ,26504,501
a394,2,What country is this in? ,26504,501
a395,1,Is this person skiing with friends? ,288486,501
a396,2,Where is this located? ,288486,501
a397,1,In what year was this photo taken? ,249275,501
a398,2,Is this person a teenager? ,249275,501
a399,1,Is it safe to skateboard in crocs? ,461815,501
a400,2,Who took this photo? ,461815,501
a401,1,Which rag on the chair came from europe?,11091,502
a402,2,what is his favorite show?,11091,502
a403,1,which boy went to hawaii on vacation?,9895,502
a404,2,how are their eating habits?,9895,502
a405,1,Which child got diagnosed with childhood ADHD?,229827,502
a406,2,what is greens favorite show?,229827,502
a407,1,How does tennis help cardiovascular health?,398099,502
a408,2,Where is the best tennis court in the world?,398099,502
a409,1,What is the hiding girl thinking?,547764,502
a410,2,Are twins more prevalent in todays society?,547764,502
a411,1,Is it possible for the animal to stand on its tiptoes?,50583,503
a412,2,How many years does it take to train an animal in the circus?,50583,503
a413,1,Is excelling in sports an innate ability?,36098,503
a414,2,How much training does it take to excel at a sport?,36098,503
a415,1,How many years of training does it take to do well in this sport?,331271,503
a416,2,How does one train in this sport?,331271,503
a417,1,What type of training do you have to do to excel in this sport?,159554,503
a418,2,How long would you have to train to do to do well in this sport?,159554,503
a419,1,What type of weather would be ideal to train for this activity?,390935,503
a420,2,How would you train for this activity?,390935,503
a421,1,Where did you say that beach was?,335027,504
a422,2,What do you mean this isn't a skate board?,335027,504
a423,1,Do you think the jacket fits him?,36439,504
a424,2,Did we forget the rest of the costume?,36439,504
a425,1,Is that the leader of the parade?,477774,504
a426,2,Is this guy for real?,477774,504
a427,1,Why are the police blocking traffic?,366414,504
a428,2,Is going to allow us to cross the street?,366414,504
a429,1,Do you still think that they are coming to the party?,168488,504
a430,2,Why did you pick such a lousy day to do this?,168488,504
a431,1,How many years has he trained for tennis?,262529,505
a432,2,What company sponsored him?,262529,505
a433,1,What country do you think this picture is from?,494240,505
a434,2,Can you name the type of bird this is?,494240,505
a435,1,What part of the navy is this?,579533,505
a436,2,Where do you think these people are stationed?,579533,505
a437,1,Do you think the boy enjoyed his trip at the zoo?,435011,505
a438,2,How many giraffee are left in the wild now?,435011,505
a439,1,Which teams are playing?,329563,505
a440,2,Have you been to a baseball game?,329563,505
a441,1,When was this tournament?,247545,506
a442,2,"At this point, how close was the game (in points)?",247545,506
a443,1,Who is the man talking to?,100300,506
a444,2,What type of venue is this?,100300,506
a445,1,What model of phone is this person using?,150821,506
a446,2,How old is this person?,150821,506
a447,1,Where are these people going?,354220,506
a448,2,Are elephants highly trainable?,354220,506
a449,1,What is this man making?,568640,506
a450,2,How much experience does this man have in making this?,568640,506
a451,1,Where is their final destination located?,112410,508
a452,2,Does this aircraft transport people?,112410,508
a453,1,How many times does a horse drink water a day,384157,507
a454,2,Why do people control horses with ropes,384157,507
a455,1,Where is this beach located?,563617,508
a456,2,Are they on spring break?,563617,508
a457,1,What game is this family playing?,403743,508
a458,2,Are they being rewarded for doing well in school?,403743,508
a459,1,Is there a traffic jam?,270716,508
a460,2,Has the lumber truck broken down?,270716,508
a461,1,What country are they in?,5313,508
a462,2,Is this the local market area?,5313,508
a463,1,What are the health benefits of swimming ,563617,507
a464,2,Does swimming have any side effects if done too often,563617,507
a465,1,What is the depth of this ocean,29324,509
a466,2,Won't the dogs drown if they are allowed to swim,29324,509
a467,1,Is it advisable to drink milk from cows without factory processes ,393503,507
a468,2,How long does it take a cow to grow to this size,393503,507
a469,1,I guess they were guest at a party,183740,509
a470,2,What could be the reason for their joy,183740,509
a471,1,is this person racist?,442321,510
a472,2,How fast do you think this person will drive on the highway?,442321,510
a473,1,do you think the dog belongs to the little girl?,286149,510
a474,2,What do you think the little girl's goal is?,286149,510
a475,1,Who do you think the person is talking to on the phone,429096,510
a476,2,Is this person mean?,429096,510
a477,1,Why are they happy,183740,507
a478,2,Are they mothers or teens?,183740,507
a479,1,Do you think the guys in the photo are sexist?,200910,510
a480,2,Will she grow up to be in the olympics?,200910,510
a481,1,What racial background do you think the person is?,571078,510
a482,2,Do you think the person likes to go to the beach?,571078,510
a483,1,"The table is unkept, why?",299836,509
a484,2,Why is there only a guy in this room,299836,509
a485,1,What are they celebrating,446141,507
a486,2,Are they underwater,446141,507
a487,1,What is the estimated depth of this sea?,173870,509
a488,2,What is the red tower used for?,173870,509
a489,1,"Most violins have more then three strings, why?",308936,509
a490,2,Does the size of the violin determines it sound?,308936,509
a491,1,What do you think this parade is in celebration of?,250737,511
a492,2,How many people do you think attended this parade?,250737,511
a493,1,What kind of company is 350.org?,365175,511
a494,2,Why do you think the men are holding ties with 350 on them?,365175,511
a495,1,Whose birthday are they celebrating?,469293,512
a496,2,Where are they?,469293,512
a497,1,How old do you think the dog is in the picture?,334616,511
a498,2,Why do you think this photo was taken?,334616,511
a499,1,Where is the wine from?,260134,512
a500,2,What is the occasion?,260134,512
a501,1,Is this a special event or holiday celebration?,409681,511
a502,2,Why are some of the children in the photo running?,409681,511
a503,1,Are they related?,86560,512
a504,2,What what going through everyone's mind at this moment?,86560,512
a505,1,Are they stuck?,380227,512
a506,2,Are they professionals?,380227,512
a507,1,Why do you think the people are dressed as bananas?,518472,511
a508,2,Do you think this is work or family event? Why?,518472,511
a509,1,What breed of cat is that?,211686,512
a510,2,Who is performing on the tv?,211686,512
a511,1,what game are they playing that would give them this reaction?,495233,513
a512,2,how long do you think they've been friends?,495233,513
a513,1,Is the child enjoying his breakfast?,506988,513
a514,2,What type of weather is it?,506988,513
a515,1,Which state would have a stop sign that looks like this?,181631,513
a516,2,what are the letters on the top mean?,181631,513
a517,1,doesn't it look like he's going to tip over?,275685,513
a518,2,does he look warm to you?,275685,513
a519,1,is that suppose to be a breakfast sandwich?,64492,513
a520,2,where do you think he can find a sandwich like this?,64492,513
a521,1,Do you enjoy outdoor activities?,307150,514
a522,2,Are these mountains calming?,307150,514
a523,1,What is the most exciting sport?,130122,514
a524,2,Should coaches be mean or nice when they are training athletes? ,130122,514
a525,1,What is the most convenient way to travel?,188693,514
a526,2,Do people spend too much time commuting? ,188693,514
a527,1,What are some fun activities to do with family and friends?,67462,514
a528,2,Do you prefer curtains that block out light or let light in to a room?,67462,514
a529,1,Would you like to live next to a train track?,551470,514
a530,2,Do you enjoy train travel?,551470,514
a531,1,Was this picture taken at a real sporting event?,456987,515
a532,2,Are these ladies on a school campus?,456987,515
a533,1,Is this a picture of a person?,431043,515
a534,2,"Was this picture intended to be distorted?
",431043,515
a535,1,Was this picture taken in a residential area?,260696,515
a536,2,Does this person skateboard often?,260696,515
a537,1,Will this elephant actually fit in the cage?,125626,515
a538,2,Where is the location the picture was taken?,125626,515
a539,1,Is the elephant mad?,125626,517
a540,2,Do elephants make loud sounds with their feet?,125626,517
a541,1,"Why are you unable to exit after midnight?
",172151,515
a542,2,Is this a tourist area?,172151,515
a543,1,how do you skateboard like this,260696,516
a544,2,what type of skateboard does he use,260696,516
a545,1,Is the street time strict in that area?,172151,517
a546,2,Is the building near by a guarded facility?,172151,517
a547,1,what camera made the colors so vibrant?,372604,516
a548,2,why is she walking on the curb?,372604,516
a549,1,who is he playing with?,80426,516
a550,2,is this his fav type of game?,80426,516
a551,1,Are the people happy to be at the beach?,80426,517
a552,2,Are the people wearing sunscreen?,80426,517
a553,1,is this a festival?,404964,516
a554,2,where is the location of this festival?,404964,516
a555,1,what are the elephants doing?,329118,516
a556,2,are they enjoying themselves?,329118,516
a557,1,Is the lady tranquil towards all animals?,441108,517
a558,2,Does the horse like to be touched by the lady?,441108,517
a559,1,Are the skier's all friends?,402224,517
a560,2,Are the skier's happy with their performances?,402224,517
a561,1,Is that a bullet train,551470,518
a562,2,Can we get on that train,551470,518
a563,1,What country is this,461835,518
a564,2,Is the man giving the dog an energy drink or water,461835,518
a565,1,Is the Pony tired,384157,518
a566,2,What crop are they planting,384157,518
a567,1,"This looks like the country Iceland, am I correct",20711,518
a568,2,Is the man a professional snowboard skater,20711,518
a569,1,Are the majority of the people in this image good at surfing,375939,518
a570,2,Are they training for a competition,375939,518
a571,1,I wonder if this man has built this race track in his backyard. ,251210,519
a572,2,"He is doing a wheelie, I wonder if he can do spinouts?",251210,519
a573,1,"Is this at the US Capital near the train station?
",32442,519
a574,2,Is she a parent looking to slow cars down at her child's school crossing?,32442,519
a575,1,Is it safe for this lady to ride her bike on this could be busy street?,29821,519
a576,2,I wonder if this is her only transportation to and fro?,29821,519
a577,1,Are these men tired and amused at the same time?,366925,519
a578,2,Could this be their last day of classes and instructors and they can't wait for the day to end?,366925,519
a579,1,Did he just forget to turn on the lights?,141386,519
a580,2,"His day is over, Is he happy to be home?",141386,519
a581,1,Where are the girls going?,105633,520
a582,2,What time of the day is it?,105633,520
a583,1,How many of the players have professional training?,39708,520
a584,2,How many of them do you think have been playing tennis since they were kids?,39708,520
a585,1,What do you think they will use the horse for?,390935,520
a586,2,What are the men discussing?,390935,520
a587,1,Does it really appear to be raining in the area?,323448,521
a588,2,What country do you think the little girl is in?,323448,521
a589,1,Is this picture being used for a magazine or online ad?,372604,520
a590,2,Do you think a clothing brand is sponsoring this picture?,372604,520
a591,1,"There seem to be many people waiting for the train, so why are they not boarding?",188693,521
a592,2,What state or country do you think the train is in?,188693,521
a593,1,Do you like tennis?,398099,521
a594,2,Is this a professional tennis match?,398099,521
a595,1,What kind of celebration is taking place?,579533,520
a596,2,Where did this event take place?,579533,520
a597,1,Is this woman trying to train the cat?,250400,521
a598,2,Do you think the cat has been bad and needs discipline?,250400,521
a599,1,What is this lady doing with the remote control?,405121,521
a600,2,Why do you think she is sitting on the edge of the sit?,405121,521
a601,1,I wonder what the world record is for the biggest kite.,520378,524
a602,2,Does changing the shape of the kite make it easier or more difficult to fly?,520378,524
a603,1,I wonder what kind of camera this was taken with.,565513,524
a604,2,I wonder if this person knew they were being photographed when this picture was taken.,565513,524
a605,1,I wonder how much money this suit cost.,466445,524
