Question ID,Question Number,Question Content,Image ID,User ID
a1025,1,How did he get past that boulder?,571078,568
a1026,2,I wonder if he is having fun or scared? ,571078,568
a1027,1,I wonder what game is he playing?,256385,568
a1028,2,Are they just now getting this game for Christmas?,256385,568
b21,1,What makes you laugh? ,466890,4
b22,2,Tell about a time when you had too much to drink,466890,4
b23,1,What are the most extreme sports? ,389133,4
b24,2,Do you enjoy any winter sports? ,389133,4
b25,1,Have you ever visited a foreign country? ,393503,4
b26,2,Have you ever experienced farm life? ,393503,4
b27,1,do you play sports? ,379613,4
b28,2,do you watch sports? ,379613,4
b29,1,How have farming practices changed in the last 100 years? ,384157,4
b30,2,Do you like My Little Ponies? ,384157,4
b31,1,Is this individual nervous?,308936,5
b32,2,What is the person thinking?,308936,5
b33,1,"Was this pizza cooked by a man or woman?
",149712,5
b34,2,Do you think artichokes have feelings?,149712,5
b35,1,Does this picture generate peace within your soul?,338544,5
b36,2,What part of the globe was this image taken at?,338544,5
b37,1,Indeed this persons is smiling because of what?,310606,5
b38,2,What do you suppose his is in such a good mood about?,310606,5
b39,1,Do all dogs like boats?,103581,5
b40,2,Does this guy know how to drive a car?,103581,5
b41,1,Is the image clear or blurred?,356938,7
b42,2,Who makes this clock?,356938,7
b43,1,Would you hire this contractor?,510225,7
b44,2,Is this ADA accessible?,510225,7
b45,1,"Describe the weather, is it cloudy?",200796,7
b46,2,Are they flying balloons?,200796,7
b47,1,Is she playing the harmonica?,236184,7
b48,2,Is that ice cream?,236184,7
b49,1,Is this a winter sport?,467068,7
b50,2,Does this look like a novice?,467068,7
b51,1,Who are those flowers that the man is holding for?,115505,8
b52,2,What is the girl on the phone talking about?,115505,8
b53,1,How old the boat?,99678,8
b54,2,What is the string in the water attached to?,99678,8
b55,1,Where is the woman eating the donut?,565513,8
b56,2,What flavor is the donut that the woman is eating?,565513,8
b57,1,Are all the people there related?,42725,8
b58,2,What were the people celebrating?,42725,8
b59,1,What's the weather like?,149036,8
b60,2,Is the man enjoying the activity?,149036,8
b61,1,Why is the man taking the photograph?,168083,9
b62,2,Is the woman happy she is being photographed brushing her teeth?,168083,9
b63,1,Which woman is most likely to dance a jig?,547764,9
b64,2,Which woman is most unhappy with what she's doing?,547764,9
b65,1,Which person is the most engaged in what he or she is doing?,322835,9
b66,2,How many people are pleased to be participating in this experience?,322835,9
b67,1,How excited is the person wearing the skis?,253334,9
b68,2,How many times has this person gone tumbling down the mountain?,253334,9
b69,1,How long have these surfers known each other?,29324,9
b70,2,Which dog is excited to go back out in the surf? ,29324,9
b81,1,What profession is in that she gets to wear a tie & suspenders?,441905,12
b82,2,Do you think she was ready for her picture to be taken or was it by surprise?,441905,12
b83,1,Is it dusk or dawn in this picture?,520378,12
b84,2,Is the flower he's showing off a three or two dimentional figure? ,520378,12
b85,1,Is this elephant a newborn or a couple of years old?,294138,12
b86,2,Are these elephants in a zoo or on a reservation preserve for wildlife to live & thrive?,294138,12
b87,1,Is this kid new to the game or has he been playing for a few years?,87602,12
b88,2,"Judging by his concentration, is he about to hit the ball or strike out?",87602,12
b89,1,Do you think that this car belongs to the man under the umbrella or is he just admiring it?,306439,12
b90,2,Is the Alfred Dunhill shop for anybody or does a man have to have a lot of money to shop here?,306439,12
b131,1,Are these guys friends?,298483,17
b132,2,What kind of game are they playing?,298483,17
b133,1,How long will this construction project last?,175047,17
b134,2,Who owns the blue construction hat?,175047,17
b135,1,How long has this person been surfing?,9771,17
b136,2,What did the surfer pack for lunch?,9771,17
b137,1,Are the two people on the right on a date?,369598,17
b138,2,What are the standing person and the person in white talking about?,369598,17
b139,1,Which of these kids has added graffiti to the walls?,143528,17
b140,2,Is this an art gallery or a skate park?,143528,17
b159,1,Are any of these people in the same family?,562845,19
b160,2,Is this a school project?,562845,19
b163,1,Where does this man buy his clothers?,472426,19
b164,2,"Has he read ""War and Peace?""",472426,19
b165,1,Is this woman a vegetarian?,375809,19
b166,2,"Will they ride home on the bus in the background?
",375809,19
b167,1,Did this man have a happy childhood?,276870,19
b168,2,Was the stuffed animal a Christmas present?,276870,19
b171,1,Is there a cookie shop on this street?,237833,19
b172,2,What is the combined weight of these people?,237833,19
b201,1,How old do you think the person who owns this bedroom is?,142051,24
b202,2,Do you think this person has more sculptures in their home?,142051,24
b215,1,How many different types of okra do you think this guy sells?,209200,24
b216,2,How much do you think the okra costs?,209200,24
b219,1,How old are the married couple?,114786,24
b220,2,Where did they get that cake?,114786,24
b227,1,Does this young man get good grades?,340494,24
b228,2,Who took this picture?,340494,24
b229,1,Would you eat this guy's cooking?,340220,24
b230,2,Does this guy drink beer or liquor?,340220,24
b231,1,Which video game are the people playing?,495233,28
b232,2,How old are each of the boys in the picture?,495233,28
b233,1,What types of places are these people travelling to?,406245,27
b234,2,Is this a local or international travel hub?,406245,27
b235,1,What is the score of the game?,184697,28
b236,2,How much time is left in the game?,184697,28
b237,1,What cased the tress to fall on the road?,69874,28
b238,2,Which street did this happen?,69874,28
b239,1,What kind of day did this person just have?,39643,27
b240,2,Is this person a traveler or are they in their own home?,39643,27
b241,1,How old is the dog in the picture?,334616,28
b242,2,How long has the owner had the dog?,334616,28
b243,1,What brand is the bicycle?,230756,28
b244,2,Where is the man on the bike going?,230756,28
b251,1,Who took this picture?,2083,27
b252,2,What conversation were these two people just having?,2083,27
b255,1,Where are the animals coming from?,468891,27
b256,2,What kind of life do these animals live in a day-to-day?,468891,27
b259,1,"Is this person a male, female, or transgender?",477774,30
b260,2,Is this person married or single?,477774,30
b261,1,What caused the need for this piece of machinery?,487571,27
b262,2,How are peoples days disrupted by this machinery?,487571,27
b263,1,Is this activity for kids only or can adults partake in it as well?,115251,30
b264,2,What kind of game is this called?,115251,30
b265,1,Are these girls on a championship team?,559553,30
b266,2,Is this player the star athlete of the team?,559553,30
b267,1,Are these people waiting on a bus or at some kind of festival?,2135,30
b268,2,Are these people nice or rude?,2135,30
b269,1,What are they celebrating?,369931,30
b270,2,whose house are they celebrating at?,369931,30
b275,1,Does God provide food for birds?,381547,31
b276,2,Do you think the company who's disgarded products are mostly found in the seas and rivers be fined for polution and killing sea life?,381547,31
b283,1,Do you love the smell of freshly cut grass?,47548,31
b284,2,What do you think are some of the benefits visiting green open spaces?,47548,31
b287,1,How old it too old for keeping up fake tans?,199469,31
b288,2,"Should women pressure men into getting cosmetic surgery, the same way women feel pressured to look young when they age?",199469,31
b295,1,Do you ever wonder if show-jumingp horses enjoy their job performing at shows?,512838,31
b296,2,Do you think it's right to put down a horse if they break a leg doing stunts as sport. ,512838,31
b299,1,"When do you think a pregnant woman should stop drinking even the littlest bit of wine, if you think it's ok at all?",204489,31
b300,2,Should wearing a mask in pubs and bars be the rule until covid numbers are way down?,204489,31
b337,1,when did this event take place?,90490,39
b338,2,what is the man doing on the computer?,90490,39
b339,1,Is this person performing for someone else not present?,14244,39
b340,2,Is this person a professional?,14244,39
b341,1,Where is this person traveling to?,46942,39
b342,2,Where is this location?,46942,39
b343,1,Who is he talking to on the phone?,150821,39
b344,2,Is the conversation pleasant?,150821,39
b345,1,When was this picture taken?,456987,39
b346,2,Are the women twins?,456987,39
b369,1,I wonder if that train is coal or steam powered.,24980,42
b370,2,Do you think this is an historic train?,24980,42
b377,1,What game is he playing?,256385,44
b378,2,"Is the other person playing with him, or against him?",256385,44
b379,1,Would you fly in a plane with only one engine?,514299,42
b380,2,Emergency landings on a golf course?,514299,42
b385,1,Did she win or lose the game?,183740,44
b386,2,Was this her first time playing a Wii game?,183740,44
b389,1,Did they stick the landing?,11631,44
b390,2,How old is this person?,11631,44
b391,1,What is going on here?,388662,44
b392,2,Did these people know each other before this happened?,388662,44
b393,1,How high is this building that the man is standing on?,458914,45
b394,2,Is this a pet bird?,458914,45
b395,1,Is this a party or solo drinking event?,294325,44
b396,2,Is this person even old enough to drink?,294325,44
b397,1,What could make this player get kicked out of the game?,22482,45
b398,2,How long has this player been playing baseball?,22482,45
b399,1,Do you think the elephants feel like they have a wedgie?,354220,42
b400,2,"Wonder if elephants can swim or walk under water and snorkel with their trunks?
",354220,42
b401,1,How high is this wave?,79151,45
b402,2,Is the waves this high all day?,79151,45
b403,1,Why is he taking a picture of the pizza?,460362,45
b404,2,What pizza place is this?,460362,45
b405,1,What type of kite is she flying?,53712,45
b406,2,Where is this place located?,53712,45
b409,1,Are those military insignia on her sleeves?,85235,42
b410,2,Wonder what's for dinner?,85235,42
b415,1,Think she won a prize?,71441,42
b416,2,Wonder why people are so stuck on tradition with hats and riding outfits like that?,71441,42
b457,1,What is the elephants age?,201342,51
b458,2,What is the name of the man with the Elephant?,201342,51
b459,1,where is this place the girl is eating the pizza?,16359,51
b460,2,is that  pizza with extra cheese or just the  ordinary pizza for that location?,16359,51
b465,1,What are the zebras looking at?,365464,52
b466,2,Are the zebras alarmed by what they see?,365464,52
b467,1,is the baby safe so close to the water?,489263,51
b468,2,was the woman dancing or just taking a step?,489263,51
b469,1,was the base runner safe?,578023,51
b470,2,What was the score at the time?,578023,51
b471,1,What has distracted this couple from watching the kites?,423107,52
b472,2,Why are there different shapes of kites?,423107,52
b473,1,where did the female get that  colorful umbrella?,372604,51
b474,2,Did it rain that day?,372604,51
b475,1,Why are the boys on the floor?,460885,52
b476,2,Are the boys in school?,460885,52
b477,1,Is the skier an experienced skier?,522971,52
b478,2,What is the skier stopped or just starting out?,522971,52
b483,1,Is the skater exercising or exercising his dog?,189129,52
b484,2,Is the skater on his way to work or on his way home from work?,189129,52
b513,1,Why are these elephants doing this?,438795,58
b514,2,Would you like to be reborn as one of these elephants after your human body dies?,438795,58
b515,1,Does this image look staged?,102256,58
b516,2,What is the person in the foreground trying to do?,102256,58
b517,1,What is showing the television show?,46002,58
b518,2,What kind of show is this?,46002,58
b519,1,What am I even really looking at?,539449,58
b520,2,Is that cotton candy? GROSS?,539449,58
b521,1,How many people of Jewish persuasion are in this image?,141785,58
b522,2,Why are you so ticked off about Q1?,141785,58
b571,1,What is the name of this restaurant?,28797,64
b572,2,Do you need reservation to dine here?,28797,64
b573,1,Is it expected to rain all day?,5094,64
b574,2,Where did you get that drink?,5094,64
b575,1,What is the purpose of this tent?,429065,64
b576,2,Which country is this?,429065,64
b577,1,How many days until christmas?,346250,64
b578,2,Is that tie a gift from wife?,346250,64
b581,1,Is this a library?,189280,64
b582,2,Is that board brand new?,189280,64
b587,1,What countries do you think these women represent?,44724,67
b588,2,Who do you think is going to win the game?,44724,67
b591,1,What do you think the horses are thinking in this picture? ,239928,65
b592,2,I wonder if all horses enjoy humans sitting on them. ,239928,65
b595,1,Do you think he looks safe riding in that lane?,385972,67
b596,2,Where do you think he is headed?,385972,67
b597,1,Why is the clock placed behind the chair? ,15906,65
b598,2,Why are a lot of chairs placed beside a window? ,15906,65
b599,1,Do you think this guy is an experienced rider?,251210,67
b600,2,I wonder if he's considered a professional? (sponsored?),251210,67
b601,1,Why is this family so engaged with what’s on their tv? ,403743,65
b602,2,I wonder why this family all have similar facial expressions at what they see.,403743,65
b603,1,Do you think that green paint or powder is safe for the elephant?,50583,67
b604,2,"I wonder if the elephant has ever lashed out or became agressive with the trainer, or other people?",50583,67
b605,1,Why is this elephant looking like he’s so bored?,83468,65
b606,2,Why is the lady in the picture the only one who looks like sees enjoying herself? ,83468,65
b607,1,Do you think she's talking to someone like her boyfriend?,484277,67
b608,2,I wonder if she is at work and sneaking a call to somebody.,484277,67
b613,1,Why does this skier appear to be walking up the slope of this mountain?,288486,68
b614,2,What mountain is this skier on?,288486,68
b617,1,Why are all the trees pointed at the top? ,480026,65
b618,2,Why does the guys sled in the picture not have any snow underneath it? ,480026,65
b623,1,Why is the man crossing the street?,107705,70
b624,2,What type of person lives in the upstairs apartment?,107705,70
b625,1,Why is that lady looking at the door?,433296,68
b626,2,To whom is the lady in black speaking?,433296,68
b627,1,Who is taking the photo?,387124,70
b628,2,Where are the people travelling on their bikes?,387124,70
b629,1,Why is this skater performing stunts inside of this building?,501381,68
b630,2,Is this a recreational center that the skier is using to perform his stunts?,501381,68
b631,1,What are the birds thinking and feeling?,375939,70
b632,2,How warm is the water?,375939,70
b633,1,What is the little girl thinking about?,377476,70
b634,2,How fresh is the food?,377476,70
b635,1,Are these elephants in a zoo or are they roaming free?,136078,68
b636,2,How old is the baby elephant?,136078,68
b637,1,Why did the photo provider choose not to correct the red eye in the photo?,179024,70
b638,2,Why is the lady smiling?,179024,70
b639,1,What kind of seasoning did this man put on his chicken?,243304,68
b640,2,What kind of oven is the man using to back his chicken?,243304,68
b671,1,What are the couple in the middle of the picture talking about?,252952,74
b672,2,What time of year is this picture depicting?,252952,74
b673,1,Why is this woman allowing her dog to pee on this pillar?,366313,74
b674,2,Where will the woman go after she walks her dog?,366313,74
b675,1,How long has this woman been surfing for?,41658,76
b676,2,"Do you think this woman participates in surfing competitions?
",41658,76
b677,1,What is the artist trying to say with this piece with the arrows?,369452,74
b678,2,How long did this art piece take to make?,369452,74
b679,1,How often do you think these boys excersize?,39708,76
b680,2,Is this an Olympic worthy team?,39708,76
b681,1,How much weight can the place on the bottom carry?,112410,74
b682,2,How many people are inside that space shuttle?,112410,74
b683,1,Is this a peaceful neighborhood?,50658,76
b684,2,"What culture would you associate this neighborhood to?
",50658,76
b685,1,Do you think drivers follow the rule this sign imposes?,181631,76
b686,2,"Do you think this sign causes fewer driving accidents?
",181631,76
b687,1,Is this train fast?,158099,76
b688,2,Does this train smell good?,158099,76
b703,1,What is the score of this tennis match?,402916,74
b704,2,Is this player a grass court specialist?,402916,74
b751,1,Where was this picture taken?,173870,83
b752,2,Is this a recent picture?,173870,83
b753,1,How old is this elephant?,365703,83
b754,2,Is this elephant afraid?,365703,83
b755,1,Is this giraff in the United States?,380500,83
b756,2,"Is this giragg a friendly girafff?
",380500,83
b763,1,"What happened to this boat?
",119379,83
b764,2,Is anyone on the boat injured?,119379,83
b767,1,Where did these benches come from?,512625,83
b768,2,Who made these benches?,512625,83
b791,1,How old is she,506988,87
b792,2,Who bring the baby girl to sit up there,506988,87
b793,1,What’s inside the basket ,15897,87
b794,2,What did she looking for ,15897,87
b795,1,"Who are they 
",390935,87
b796,2,What are they looking for ,390935,87
b799,1,Is he a student ,259366,87
b800,2,Where is he going to ,259366,87
b819,1,Why he is sitting there,100669,87
b820,2,Where is he,100669,87
b841,1,Are these two groups located in the same country?,6332,93
b842,2,Who do the homes in the pictures belong to?,6332,93
b843,1,"Which direction is the train facing, north or south?",206467,93
b844,2,How many cars are attached to the train?,206467,93
b845,1,How many pairs of underwear are in the suitcase?,337536,93
b846,2,Is the person traveling domestically or internationally?,337536,93
b847,1,What is the temperature of the food being consumed?,229233,93
b848,2,Where were the individuals' clothes made?,229233,93
b849,1,Where are the buttons on the machine located?,431625,93
b850,2,What channel is the tv on?,431625,93
b903,1,"Is this on a frozen lake, or open land?",534866,101
b904,2,What is pulling the skier along at the other end of those wires?,534866,101
b905,1,What is this kid thinking while he's looking down instead of at the baseball pitcher?,36098,102
b906,2,Do you think that the kid that is at that is chewing tobacco or bubble gum?,36098,102
b909,1,You get the feeling that this lady has just had sex in her partner has left?,315568,102
b910,2,I wonder what she has planned for the rest of her day? I feel like she has the whole day ahead of her and still has yet to choose what to do. what do you think she has to do for the rest of the day?,315568,102
b915,1,What is the girl talking on the cell phone about to the other person?,429096,102
b916,2,Do you think she is a messenger or is she just really waiting for the bus to go somewhere and where do you think she is going?,429096,102
b921,1,What kind of a game is this?,443673,101
b922,2,What are they looking at?,443673,101
b925,1,Is the lady with the two cases homeless or is she waiting to go on a trip somewhere in the train taking her to the airport?,188693,102
b926,2,I wonder if the woman on the right with a small bag is very lonely in her life?,188693,102
b929,1,Is this house in the picture of haunted?,299836,102
b930,2,The young man in the picture gay?,299836,102
